game_id,id,value
148814,67872,Piotr Milewski
148814,39327,Grzegorz Traczykowski
148814,45724,Jacek Zdybel
148862,70981,Rene Vazquez
148866,8842,jim pinto
148874,3541,Cameron Browne
148890,6713,Mike Mayer
148907,36892,David Sheppard
148910,72322,Daniel Zaccaro
148913,1062,Till Meyer
148918,3,(Uncredited)
148939,68316,Javier Martin
148940,71373,Alexey Konnov
148940,71345,Alexey Paltsev
148940,71374,Anatoliy Shklyarov
148940,71344,Trehgrannik
148943,64108,Rikki Tahta
148947,71016,Marc Miquel
148948,66174,Dominique Breton
148949,381,Rüdiger Dorn
148951,43431,Scott Almes
148967,71019,Jared Bond
148971,3,(Uncredited)
148973,69814,Redd Cohen
148973,71023,Joe Homes
148973,71022,Kristina Horner
148975,71053,Desnet Amane
149009,71026,Lea Redmond
149010,45444,Benjamin Gerber
149019,47958,Rodrigo Paiva Inácio Lima
149019,47959,Martin Norris
149019,47956,Marcelo de Almeida Nunes
149019,47957,Luiz Carlos Vieira
149020,71030,Cyrill Averbeck
149020,71029,Petras Sukys
149020,71028,Alessandro Suraci
149035,71031,Aaron Smith (I)
149052,71032,Richard Turner (II)
149057,71036,Artur Zarczynski
149067,71049,Daniel S Muehlmeier
149069,71163,Matthew Link
149069,71174,Jason Snape
149071,71052,Fabien Tanguy
149072,4,Sid Sackson
149073,70833,Gregory Allen
149075,814,Karsten Adlung
149075,227,Bernhard Naegele
149076,227,Bernhard Naegele
149076,64150,Dinah Naegele
149078,8888,Jörg Domberger
149079,41725,Chad Mestdagh
149079,97937,Kyle Woelfel
149082,10975,Paul Koenig
149083,10525,Donald X. Vaccarino
149097,7295,Sean Brown
149097,57793,Ole Steiness
149108,8783,Stephen Danes
149112,57430,Thomas Vande Ginste
149112,57202,Wolf Plancke
149117,71067,Julian Gardner
149119,10230,Philip duBarry
149121,71195,Dave Holland
149129,4036,Monte Mattson
149129,59683,James Soto
149129,4035,Dennis A. Spors
149130,122,Andrew Looney
149133,3,(Uncredited)
149134,615,Mike Elliott
149134,67941,Joel Weinshanker
149150,36807,Bryan King
